Nombre,Juego,Entrega,Desde,Hasta,Dist. Estimada,Dist. Aceptada,Vel. Máx,Modalidad,Beneficio,Multas,Daños,Tiempo Real,Fecha,Distancia_Num
El puma (CT),ATS,Wotr,Deep Wells,Rock Port,588 km,621 km,98 km/h,Real,21 804 $,0 $,0,1888,2026-08-28,621
El puma (CT),ATS,Wotr,Rock Port,Epro Gas,524 km,566 km,103 km/h,Real,10 191 $,1 260 $,0,1842,2026-08-28,566
El puma (CT),ATS,Estándar,Rock Port,Wallbert,4 326 km,5 173 km,130 km/h,Real,71 755 $,0 $,1,7928,2026-08-28,5173
El puma (CT),ATS,Estándar,Rock Port,Wallbert,4 325 km,5 155 km,130 km/h,Real,131 107 $,0 $,0,7772,2026-08-28,5155
Heidy24,ATS,Estándar,Deepgrove,Sunshine Crops,162 km,163 km,127 km/h,Real,964 $,0 $,0,432,2026-08-29,163
profeta(CT),ATS,Estándar,Equos Power Transport,Deepgrove,4 065 km,5 020 km,130 km/h,Real,35 205 $,0 $,3,8021,2026-08-29,5020
Old_picotto,ATS,Wotr,Venture,Starbridge,2 202 km,452 km,112 km/h,Real,15 927 $,0 $,6,962,2026-08-29,452
andresnintendo,ATS,Estándar,big_cola,Norrfood,416 km,388 km,99 km/h,Real,1 619 $,0 $,0,5178,2026-08-29,388
ReyMisterio,ATS,Wotr,Bushnell Farms,Rail Export,841 km,932 km,120 km/h,Real,25 667 $,0 $,0,2215,2026-08-29,932
duvanpamplona88,ATS,Estándar,terminales,terminales,324 km,323 km,125 km/h,Real,6 584 $,0 $,0,3845,2026-08-29,323
ZayCruz,ATS,Estándar,ara,postobon,314 km,290 km,98 km/h,Real,5 278 $,1 460 $,0,2868,2026-08-29,290
ReyMisterio,ATS,Wotr,Bushnell Farms,Calimondo,504 km,505 km,115 km/h,Real,24 928 $,0 $,0,947,2026-08-29,505
ReyMisterio,ATS,Wotr,Calimondo,Sunshine Crops,440 km,441 km,108 km/h,Real,13 785 $,0 $,0,827,2026-08-29,441
Brayan Gamer,ATS,Estándar,Tidbit,Sea Horizon,4 162 km,5 106 km,130 km/h,Real,6 187 $,0 $,3,8398,2026-08-29,5106
Mr_Gerzon,ATS,Wotr,Apex Steel,Bitumen,3 548 km,3 769 km,121 km/h,Real,49 202 $,0 $,0,8848,2026-08-30,3769
ReyMisterio,ATS,Wotr,Bitumen,Bitumen,645 km,646 km,126 km/h,Real,10 548 $,0 $,0,1269,2026-08-30,646
profeta(CT),ETS2,Wotr,Stokes,Tradeaux,620 km,710 km,91 km/h,Real,26 759 €,0 €,1,2983,2026-08-30,710
ReyMisterio,ATS,Wotr,Deepgrove,Gallon Oil,1 898 km,1 898 km,115 km/h,Real,25 367 $,0 $,0,3559,2026-08-30,1898
ZayCruz,ATS,Wotr,Deepgrove,Gallon Oil,1 898 km,1 894 km,105 km/h,Real,25 367 $,0 $,0,3590,2026-08-30,1894
Brayan Gamer,ATS,Wotr,Deepgrove,Gallon Oil,1 898 km,1 898 km,105 km/h,Real,24 970 $,0 $,0,3611,2026-08-30,1898
Undertaker03,ATS,Wotr,Deepgrove,Gallon Oil,1 898 km,1 894 km,115 km/h,Real,25 367 $,0 $,0,3538,2026-08-30,1894
andresnintendo,ATS,Estándar,big_cola,ara,311 km,290 km,94 km/h,Real,1 492 $,0 $,0,4421,2026-08-30,290
andresnintendo,ATS,Estándar,logytech,bodegon,201 km,199 km,98 km/h,Real,1 034 $,0 $,0,2662,2026-08-30,199
CRAZY_GAMER_16,ATS,Estándar,colombina,bodegon,340 km,214 km,74 km/h,Real,985 $,0 $,0,3554,2026-08-30,214
El puma (CT),ATS,Estándar,Starbridge,Haddock Shipyard,422 km,423 km,89 km/h,Real,12 228 $,0 $,0,1226,2026-08-30,423
El puma (CT),ATS,Estándar,por_new1,por_new1,358 km,360 km,66 km/h,Real,24 665 $,0 $,0,2851,2026-08-30,360
profeta(CT),ATS,Estándar,Elimax,Wallbert,455 km,455 km,82 km/h,Real,14 074 $,0 $,0,2233,2026-08-30,455
andres guerra,ATS,Estándar,SellGoods,SellGoods,736 km,689 km,92 km/h,Real,2 211 $,0 $,0,10733,2026-08-30,689
MUISCACOL,ATS,Estándar,Gallon Oil,Gallon Oil,41 km,42 km,71 km/h,Real,932 $,0 $,0,174,2026-08-31,42
andres guerra,ATS,Estándar,homecenter,Plaster & Sons,641 km,601 km,99 km/h,Real,1 141 $,0 $,0,8683,2026-08-31,601
MUISCACOL,ATS,Estándar,AI Automotive,Peterbilt,1 km,1 km,31 km/h,Real,357 $,0 $,0,59,2026-08-31,1
MUISCACOL,ATS,Wotr,American Lines,HMS Machinery,28 km,29 km,60 km/h,Real,3 157 $,2 300 $,0,408,2026-08-31,29
ZayCruz,ATS,Estándar,Grand Pastures,Coastline Mining,315 km,315 km,125 km/h,Real,100 008 760 $,0 $,2,3743,2026-08-31,315
MUISCACOL,ATS,Wotr,Gallon Oil,Rail Export,90 km,91 km,60 km/h,Real,4 724 $,900 $,0,588,2026-08-31,91
Trucker_JJ,ATS,Wotr,Tidbit,Sunshine Crops,200 km,200 km,105 km/h,Real,1 146 $,0 $,0,473,2026-08-31,200
Yenny,ATS,Estándar,Port of SF,Venture,12 km,13 km,58 km/h,Real,1 179 $,3 500 $,0,208,2026-08-31,13
Trucker_JJ,ATS,Wotr,Sunshine Crops,SellGoods,367 km,368 km,106 km/h,Real,10 917 $,0 $,0,914,2026-08-31,368
Guardian777,ATS,Wotr,Bitumen,Bitumen,2 020 km,2 044 km,106 km/h,Real,0 $,0 $,27,4553,2026-08-31,2044
Guardian777,ATS,Estándar,Angel City Airport,Darwing,2 km,2 km,50 km/h,Real,355 $,0 $,0,116,2026-08-31,2
Guardian777,ATS,Estándar,Fish Tail Food,Rail Export,75 km,75 km,129 km/h,Real,427 $,420 $,0,437,2026-08-31,75
ZayCruz,ATS,Estándar,Enterpriser,Wallbert,1 103 km,1 105 km,106 km/h,Real,45 597 $,0 $,0,2229,2026-08-31,1105
ZayCruz,ATS,Estándar,HMS Machinery,Global Mills,1 278 km,1 590 km,129 km/h,Real,4 429 $,0 $,0,3627,2026-08-31,1590
Guardian777,ATS,Wotr,Bitumen,Vitas Power,744 km,744 km,106 km/h,Real,8 731 $,0 $,12,2043,2026-08-31,744
MUISCACOL,ATS,Wotr,Bitumen,Coastline Mining,160 km,163 km,101 km/h,Real,4 489 $,1 660 $,0,865,2026-08-31,163
MUISCACOL,ATS,Wotr,Coastline Mining,Lonestar Forwarding,341 km,342 km,84 km/h,Real,5 510 $,500 $,0,1147,2026-08-31,342
MUISCACOL,ATS,Wotr,Lonestar Forwarding,Plaster & Sons,334 km,336 km,95 km/h,Real,6 022 $,700 $,0,1165,2026-08-31,336
Mr_Gerzon,ATS,Wotr,Tera,Port of Seattle,3 865 km,4 831 km,127 km/h,Real,31 729 $,0 $,0,10214,2026-08-31,4831
MUISCACOL,ATS,Wotr,Global Mills,Enterpriser,465 km,466 km,100 km/h,Real,14 430 $,700 $,0,1456,2026-08-31,466
MUISCACOL,ATS,Wotr,Enterpriser,Rail Export,789 km,744 km,103 km/h,Real,5 166 $,2 300 $,0,2468,2026-08-31,744
BlGFOOT,ATS,Wotr,Haddock Shipyard,Steeler,3 864 km,4 830 km,118 km/h,Real,19 594 $,0 $,0,9310,2026-09-01,4830
WAJOIK13,ATS,Estándar,Deepgrove,Coastline Mining,4 000 km,5 000 km,130 km/h,Real,161 546 $,27 920 $,0,7900,2026-09-01,5000
WAJOIK13,ATS,Estándar,Sea Horizon,Rail Export,4 000 km,5 000 km,129 km/h,Real,145 666 $,7 000 $,0,7919,2026-09-01,5000
profeta(CT),ATS,Estándar,Coastline Mining,Waldens,1 105 km,1 106 km,105 km/h,Real,110 933 $,0 $,0,3046,2026-09-01,1106
CT/Cristian,ATS,Wotr,Wallbert,Apex Steel,4 000 km,4 264 km,115 km/h,Real,8 564 $,0 $,0,8429,2026-09-01,4264
ReyMisterio,ATS,Wotr,Deepgrove,Rock Port,4 000 km,5 000 km,137 km/h,Carrera,178 233 $,0 $,0,10492,2026-09-01,5000
CRAZY_GAMER_16,ATS,Wotr,Syntetico,Deepgrove,4 000 km,5 000 km,114 km/h,Real,64 088 $,0 $,0,9881,2026-09-01,5000
CRAZY_GAMER_16,ETS2,Estándar,BLT,Norrfood,128 km,130 km,100 km/h,Real,3 184 €,0 €,10,1455,2026-09-01,130
CRAZY_GAMER_16,ATS,Wotr,Peterbilt,Wallbert,4 282 km,0 km,112 km/h,Real,12 353 $,0 $,2,9570,2026-09-01,0
profeta(CT),ATS,Wotr,Wallbert,MWM,4 000 km,4 395 km,106 km/h,Real,54 588 $,0 $,0,9013,2026-09-01,4395
ReyMisterio,ATS,Wotr,Brownsville Port,HMS Machinery,3 891 km,4 864 km,124 km/h,Real,32 507 $,0 $,0,9914,2026-09-01,4864
Undertaker03,ATS,Wotr,Brownsville Port,HMS Machinery,3 891 km,4 864 km,123 km/h,Real,29 700 $,0 $,1,10027,2026-09-01,4864
BlGFOOT,ATS,Wotr,Starbridge,MWM,1 705 km,1 700 km,118 km/h,Real,31 339 $,0 $,0,3095,2026-09-01,1700
El puma (CT),ATS,Wotr,Deepgrove,Apex Steel,4 000 km,5 000 km,106 km/h,Real,127 649 $,0 $,0,9675,2026-09-01,5000
El puma (CT),ATS,Wotr,Apex Steel,HMS Machinery,3 657 km,4 571 km,108 km/h,Real,141 862 $,0 $,0,8860,2026-09-01,4571
Trucker_JJ,ATS,Estándar,Taylor Construction Group,Deepgrove,4 000 km,4 751 km,129 km/h,Real,103 851 $,0 $,0,7861,2026-09-01,4751
Trucker_JJ,ATS,Wotr,SellGoods,Plaster & Sons,2 100 km,2 100 km,110 km/h,Real,43 465 $,0 $,0,4238,2026-09-01,2100
Trucker_JJ,ATS,Estándar,Tera,Steeler,1 019 km,0 km,128 km/h,Real,11 373 $,0 $,0,1830,2026-09-01,0
Trucker_JJ,ATS,Estándar,Taylor Construction Group,Deepgrove,4 116 km,0 km,129 km/h,Real,2 538 $,0 $,24,9065,2026-09-01,0
WAJOIK13,ATS,Estándar,Venture,SellGoods,3 641 km,4 058 km,130 km/h,Real,298 469 $,18 000 $,0,6507,2026-09-01,4058
profeta(CT),ATS,Wotr,Deepgrove,Farmer's Barn,2 327 km,2 322 km,115 km/h,Real,30 641 $,0 $,0,4377,2026-09-01,2322
ReyMisterio,ATS,Wotr,Deepgrove,Farmer's Barn,2 327 km,2 325 km,123 km/h,Real,43 172 $,0 $,0,4304,2026-09-01,2325
Undertaker03,ATS,Wotr,Deepgrove,Farmer's Barn,2 327 km,2 324 km,123 km/h,Real,32 528 $,0 $,0,4240,2026-09-01,2324
CT/Cristian,ATS,Wotr,Deepgrove,Farmer's Barn,2 327 km,2 326 km,107 km/h,Real,32 528 $,0 $,0,4379,2026-09-01,2326
El puma (CT),ATS,Wotr,Deepgrove,Farmer's Barn,2 327 km,2 324 km,123 km/h,Real,43 172 $,0 $,0,4309,2026-09-01,2324
Brayan Gamer,ATS,Wotr,Deepgrove,Farmer's Barn,2 327 km,2 327 km,105 km/h,Real,32 092 $,0 $,0,4429,2026-09-01,2327
ZayCruz,ATS,Wotr,Deepgrove,Farmer's Barn,2 327 km,2 325 km,105 km/h,Real,43 172 $,0 $,0,4413,2026-09-01,2325
Mr_Gerzon,ATS,Wotr,Golden Meadows,Tidbit,3 973 km,4 966 km,122 km/h,Real,128 325 $,0 $,0,10908,2026-09-01,4966
Mr_Gerzon,ATS,Wotr,Western Star,Rock Port,4 000 km,5 000 km,122 km/h,Real,296 101 $,0 $,0,9961,2026-09-01,5000
Guardian777,ATS,Estándar,LA Seaport,AI Automotive,332 km,334 km,120 km/h,Real,6 832 954 $,280 $,1,908,2026-09-01,334
Trucker_JJ,ATS,Estándar,Coastline Mining,NAMIQ,2 085 km,0 km,129 km/h,Real,37 736 $,0 $,0,3679,2026-09-01,0
CT/Cristian,ATS,Wotr,Steeler,Kenworth,2 162 km,2 171 km,107 km/h,Real,45 627 $,0 $,1,4112,2026-09-01,2171
Brayan Gamer,ATS,Wotr,Steeler,Kenworth,2 162 km,2 170 km,106 km/h,Real,31 000 $,0 $,8,4111,2026-09-01,2170
ZayCruz,ATS,Wotr,Steeler,Kenworth,2 162 km,2 165 km,106 km/h,Real,47 686 $,0 $,0,4121,2026-09-01,2165
El puma (CT),ATS,Wotr,Farmer's Barn,42 Print,2 634 km,2 634 km,108 km/h,Real,65 373 $,0 $,0,4912,2026-09-01,2634
Guardian777,ATS,Wotr,Kenworth,Oakland Shippers,612 km,688 km,110 km/h,Real,100 406 139 $,5 600 $,2,1785,2026-09-01,688
Roger.Diaz,ATS,Wotr,SellGoods,SellGoods,2 068 km,2 072 km,109 km/h,Real,78 396 $,0 $,0,3881,2026-09-01,2072
WAJOIK13,ATS,Estándar,Venture,HMS Machinery,5 450 km,6 132 km,130 km/h,Real,250 440 $,14 580 $,0,9306,2026-09-01,6132
Mr_Gerzon,ATS,Wotr,Haddock Shipyard,MWM,3 264 km,3 314 km,125 km/h,Real,106 743 $,0 $,0,6395,2026-09-01,3314
profeta(CT),ATS,Wotr,Western Star,US Beverages & Bottling,3 295 km,3 301 km,120 km/h,Real,44 371 $,0 $,0,6867,2026-09-01,3301
Brayan Gamer,ATS,Wotr,Gallon Oil,Sunshine Crops,2 760 km,2 765 km,124 km/h,Real,146 180 $,0 $,0,5074,2026-09-01,2765
Trucker_JJ,ATS,Wotr,GARC,Mon Coeur,2 810 km,2 818 km,106 km/h,Real,39 293 $,0 $,0,5524,2026-09-01,2818
WAJOIK13,ATS,Estándar,HMS Machinery,Sunshine Crops,1 306 km,1 306 km,129 km/h,Real,32 030 $,1 400 $,0,2021,2026-09-01,1306
El puma (CT),ATS,Wotr,42 Print,Avalanche Steel,2 912 km,2 900 km,118 km/h,Real,39 360 $,0 $,0,5487,2026-09-01,2900
Juan Esteban M,ATS,Estándar,Global Mills,Avalanche Steel,1 144 km,1 153 km,130 km/h,Real,54 312 $,8 700 $,2,2660,2026-09-01,1153
Trucker_JJ,ATS,Wotr,Wallbert,Rail Export,1 059 km,1 068 km,108 km/h,Real,29 943 $,0 $,0,2469,2026-09-01,1068
andres guerra,ATS,Estándar,Deepgrove,Plaster & Sons,146 km,150 km,70 km/h,Real,719 $,0 $,0,3738,2026-09-01,150
CRAZY_GAMER_16,ATS,Wotr,SellGoods,Wallbert,3 181 km,3 257 km,119 km/h,Real,110 361 $,0 $,0,6358,2026-09-01,3257
WAJOIK13,ATS,Estándar,Sunshine Crops,Mon Coeur,7 067 km,7 492 km,130 km/h,Real,151 248 $,23 000 $,0,11293,2026-09-01,7492
Manueloso27,ATS,Wotr,Plaster & Sons,Page & Price Paper,2 772 km,3 465 km,115 km/h,Real,30 080 $,0 $,0,6679,2026-09-01,3465
ReyMisterio,ATS,Wotr,Elimax,SellGoods,3 808 km,4 737 km,126 km/h,Real,105 736 $,0 $,2,8435,2026-09-01,4737
ReyMisterio,ATS,Wotr,Tidbit,Starbridge,326 km,327 km,126 km/h,Real,1 964 $,0 $,0,628,2026-09-01,327
WAJOIK13,ATS,Estándar,Mon Coeur,Evergreen,4 610 km,5 165 km,129 km/h,Real,197 441 $,11 760 $,0,7860,2026-09-01,5165
WAJOIK13,ATS,Estándar,Vortex,Rail Export,5 148 km,5 023 km,129 km/h,Real,225 159 $,9 800 $,0,7719,2026-09-01,5023
CT/Cristian,ATS,Wotr,Syntetico,AI Automotive,3 545 km,3 542 km,105 km/h,Real,10 124 $,0 $,3,6833,2026-09-01,3542
profeta(CT),ATS,Wotr,Flavorfair,Rail Export,3 179 km,3 206 km,125 km/h,Real,110 243 $,0 $,0,6467,2026-09-01,3206
WAJOIK13,ATS,Estándar,Rail Export,Coastline Mining,4 800 km,5 379 km,130 km/h,Real,179 966 $,18 500 $,0,8245,2026-09-01,5379
BlGFOOT,ATS,Wotr,Deepgrove,Deepgrove,1 174 km,1 169 km,118 km/h,Real,6 071 $,0 $,0,2185,2026-09-01,1169
Heidy24,ATS,Wotr,Wallbert,Mon Coeur,1 581 km,1 956 km,115 km/h,Real,14 424 $,0 $,0,4053,2026-09-01,1956
ReyMisterio,ATS,Wotr,Taylor Construction Group,Plaster & Sons,2 341 km,2 319 km,112 km/h,Real,37 889 $,0 $,0,4316,2026-09-01,2319
Heidy24,ATS,Wotr,Wallbert,Charged,1 058 km,1 078 km,108 km/h,Real,1 758 $,0 $,0,2361,2026-09-01,1078
profeta(CT),ATS,Wotr,Rail Export,Rock Port,3 274 km,3 289 km,128 km/h,Real,177 411 $,0 $,0,6564,2026-09-01,3289
WAJOIK13,ATS,Estándar,Brownsville Port,Wallbert,5 191 km,5 136 km,129 km/h,Real,130 254 $,12 540 $,0,7763,2026-09-01,5136
MUISCACOL,ATS,Wotr,Coastline Mining,Kenworth,15 km,17 km,77 km/h,Real,1 086 $,0 $,0,434,2026-09-01,17
MUISCACOL,ATS,Wotr,Plaster & Sons,Plaster & Sons,1 165 km,1 183 km,100 km/h,Real,19 772 $,820 $,0,3007,2026-09-02,1183
profeta(CT),ATS,Wotr,Coastline Mining,Bitumen,1 194 km,1 187 km,127 km/h,Real,22 077 $,0 $,0,2498,2026-09-02,1187
Brayan Gamer,ATS,Wotr,Coastline Mining,Bitumen,1 194 km,1 189 km,126 km/h,Real,22 915 $,0 $,0,2467,2026-09-02,1189
El puma (CT),ATS,Wotr,Avalanche Steel,Petrolucent,3 509 km,4 119 km,107 km/h,Real,87 574 $,0 $,0,7512,2026-09-02,4119
El puma (CT),ATS,Wotr,Petrolucent,Vitas Power,813 km,813 km,114 km/h,Real,13 979 $,0 $,0,1483,2026-09-02,813
ReyMisterio,ATS,Wotr,Tidbit,HMS Machinery,2 670 km,2 673 km,125 km/h,Real,8 979 $,0 $,0,5166,2026-09-02,2673
Undertaker03,ATS,Wotr,Tidbit,HMS Machinery,2 670 km,2 669 km,127 km/h,Real,8 979 $,0 $,0,5118,2026-09-02,2669
CT/Cristian,ATS,Wotr,Tidbit,HMS Machinery,2 670 km,2 667 km,115 km/h,Real,7 621 $,0 $,3,5249,2026-09-02,2667
profeta(CT),ATS,Wotr,Peterbilt,Sunshine Crops,793 km,804 km,110 km/h,Real,2 811 $,0 $,0,1787,2026-09-02,804
Brayan Gamer,ATS,Wotr,Peterbilt,Sunshine Crops,793 km,799 km,112 km/h,Real,2 899 $,0 $,0,1795,2026-09-02,799
WAJOIK13,ATS,Estándar,Wallbert,Gallon Oil,5 345 km,5 228 km,130 km/h,Real,16 613 $,16 060 $,0,7849,2026-09-02,5228
MUISCACOL,ATS,Wotr,Plaster & Sons,Coastline Mining,942 km,943 km,95 km/h,Real,44 678 $,5 280 $,0,2868,2026-09-02,943
ReyMisterio,ATS,Wotr,Charged,US Beverages & Bottling,1 327 km,1 331 km,123 km/h,Real,22 168 $,0 $,0,2431,2026-09-02,1331
CT/Cristian,ATS,Wotr,Charged,US Beverages & Bottling,1 327 km,1 328 km,115 km/h,Real,22 168 $,0 $,0,2467,2026-09-02,1328
profeta(CT),ATS,Wotr,Charged,US Beverages & Bottling,1 327 km,1 330 km,121 km/h,Real,21 164 $,0 $,0,2462,2026-09-02,1330
El puma (CT),ATS,Wotr,Charged,US Beverages & Bottling,1 327 km,1 328 km,106 km/h,Real,22 168 $,0 $,0,2463,2026-09-02,1328
Brayan Gamer,ATS,Wotr,Charged,US Beverages & Bottling,1 327 km,1 328 km,121 km/h,Real,20 066 $,0 $,2,2500,2026-09-02,1328
Undertaker03,ATS,Wotr,Charged,US Beverages & Bottling,1 327 km,1 360 km,126 km/h,Real,22 168 $,0 $,0,2511,2026-09-02,1360
ZayCruz,ATS,Wotr,Charged,US Beverages & Bottling,1 327 km,1 329 km,105 km/h,Real,22 168 $,0 $,0,2484,2026-09-02,1329
Brayan Gamer,ATS,Wotr,Wallbert,42 Print,2 092 km,2 092 km,121 km/h,Real,44 883 $,0 $,0,3945,2026-09-02,2092
profeta(CT),ATS,Wotr,Wallbert,42 Print,2 092 km,2 093 km,123 km/h,Real,43 063 $,0 $,0,3982,2026-09-02,2093
Undertaker03,ATS,Wotr,Wallbert,42 Print,2 092 km,2 089 km,125 km/h,Real,45 086 $,0 $,0,3811,2026-09-02,2089
ZayCruz,ATS,Wotr,Wallbert,42 Print,2 092 km,2 096 km,106 km/h,Real,45 086 $,0 $,0,4022,2026-09-02,2096
Trucker_JJ,ATS,Wotr,Steeler,Farmer's Barn,1 260 km,1 317 km,107 km/h,Real,7 431 $,0 $,0,2664,2026-09-02,1317
El puma (CT),ATS,Wotr,Wallbert,42 Print,2 092 km,2 109 km,124 km/h,Real,45 086 $,0 $,0,3874,2026-09-02,2109
WAJOIK13,ATS,Estándar,Gallon Oil,Enterpriser,5 491 km,5 153 km,130 km/h,Real,74 602 $,32 320 $,0,8053,2026-09-02,5153
Trucker_JJ,ATS,Wotr,Farmer's Barn,Venture,1 047 km,1 196 km,106 km/h,Real,13 793 $,0 $,0,2427,2026-09-02,1196
Mr_Gerzon,ATS,Wotr,Wallbert,AI Automotive,2 195 km,2 650 km,113 km/h,Real,4 402 $,0 $,0,5767,2026-09-02,2650
Mr_Gerzon,ATS,Estándar,Sea Horizon,NAMIQ,2 670 km,2 320 km,130 km/h,Real,6 929 $,0 $,0,4303,2026-09-02,2320
Mr_Gerzon,ATS,Estándar,NAMIQ,Coastline Mining,1 914 km,2 139 km,130 km/h,Real,32 258 $,0 $,1,4407,2026-09-02,2139
Mr_Gerzon,ATS,Estándar,Coastline Mining,NAMIQ,3 441 km,4 302 km,130 km/h,Real,60 262 $,0 $,0,7067,2026-09-02,4302
Mr_Gerzon,ATS,Wotr,Enterpriser,Starbridge,1 760 km,2 200 km,121 km/h,Real,75 166 $,0 $,0,5473,2026-09-02,2200
Brayan Gamer,ATS,Wotr,US Beverages & Bottling,Bitumen,1 623 km,1 618 km,115 km/h,Real,18 965 $,0 $,3,3340,2026-09-02,1618
ELLUCHOMB,ATS,Estándar,Gallon Oil,Gallon Oil,350 km,438 km,121 km/h,Real,6 760 $,860 $,1,1707,2026-09-02,438
WAJOIK13,ATS,Estándar,Deepgrove,Steelion Customs,4 142 km,3 910 km,129 km/h,Real,9 987 $,10 680 $,0,6063,2026-09-02,3910
Heidy24,ATS,Wotr,Charged,Enterpriser,908 km,916 km,113 km/h,Real,3 510 $,0 $,0,2138,2026-09-02,916
Old_picotto,ATS,Wotr,Rock Port,Sunshine Crops,2 867 km,2 882 km,114 km/h,Real,54 840 $,0 $,0,6129,2026-09-02,2882
Mr_Gerzon,ATS,Wotr,Starbridge,Global Mills,2 317 km,2 764 km,119 km/h,Real,45 044 $,0 $,0,6279,2026-09-02,2764
CRAZY_GAMER_16,ATS,Wotr,Elimax,Farmer's Barn,3 240 km,3 238 km,113 km/h,Real,70 431 $,0 $,0,6368,2026-09-02,3238
WAJOIK13,ATS,Estándar,Equos Power Transport,Myroo,1 586 km,1 735 km,130 km/h,Real,29 955 $,14 040 $,0,2652,2026-09-02,1735
WAJOIK13,ATS,Estándar,Myroo,HMS Machinery,1 057 km,1 057 km,129 km/h,Real,3 769 $,2 100 $,0,1602,2026-09-02,1057
WAJOIK13,ATS,Wotr,Corpus Christi Cargo Terminal,Venture,3 629 km,3 892 km,117 km/h,Real,117 883 $,11 500 $,0,7299,2026-09-02,3892
profeta(CT),ATS,Wotr,Wallbert,Deepgrove,3 796 km,3 797 km,115 km/h,Real,12 036 $,0 $,0,7238,2026-09-02,3797
ReyMisterio,ATS,Wotr,Wallbert,Deepgrove,3 796 km,3 802 km,117 km/h,Real,12 513 $,0 $,0,7211,2026-09-02,3802
BlGFOOT,ATS,Wotr,Wallbert,Heartwood Furniture,3 562 km,4 054 km,119 km/h,Real,11 670 $,0 $,0,7295,2026-09-02,4054
profeta(CT),ATS,Wotr,Rock Port,Home Store,3 644 km,3 645 km,123 km/h,Real,106 504 $,0 $,0,7028,2026-09-02,3645
ReyMisterio,ATS,Wotr,Rock Port,Home Store,3 644 km,3 644 km,124 km/h,Real,110 917 $,0 $,0,7021,2026-09-02,3644
WAJOIK13,ATS,Wotr,Venture,Equos Power Transport,4 038 km,5 038 km,113 km/h,Real,83 400 $,15 640 $,0,9511,2026-09-02,5038
CT/Cristian,ATS,Wotr,Rock Port,Home Store,3 644 km,3 668 km,125 km/h,Real,110 917 $,0 $,0,7129,2026-09-02,3668
Camilo Gang,ATS,Wotr,Angel City Airport,Lumen auto,1 228 km,1 259 km,105 km/h,Real,48 514 $,0 $,3,2798,2026-09-02,1259
El puma (CT),ATS,Wotr,Plaster & Sons,Taylor Construction Group,3 082 km,3 084 km,106 km/h,Real,142 805 $,0 $,1,5727,2026-09-02,3084
Mr_Gerzon,ATS,Wotr,Fish Tail Food,Elimax,4 064 km,5 064 km,122 km/h,Real,155 456 $,0 $,0,10666,2026-09-02,5064
BlGFOOT,ATS,Wotr,Heartwood Furniture,Home Store,3 312 km,3 995 km,129 km/h,Real,51 081 $,0 $,0,7316,2026-09-02,3995
CRAZY_GAMER_16,ATS,Wotr,Apade,GARC,3 584 km,3 692 km,106 km/h,Real,131 030 $,0 $,3,7029,2026-09-02,3692
El puma (CT),ATS,Wotr,Taylor Construction Group,Technoma,2 585 km,2 586 km,106 km/h,Real,66 331 $,0 $,0,4725,2026-09-02,2586
BlGFOOT,ATS,Wotr,Bushnell Farms,HMS Machinery,1 179 km,1 096 km,113 km/h,Real,21 994 $,0 $,0,2543,2026-09-02,1096
Heidy24,ATS,Wotr,Bushnell Farms,HMS Machinery,1 179 km,1 109 km,112 km/h,Real,33 445 $,0 $,0,3013,2026-09-02,1109
MUISCACOL,ATS,Wotr,Coastline Mining,Coastline Mining,913 km,1 086 km,89 km/h,Real,27 959 $,4 100 $,0,3842,2026-09-02,1086
WAJOIK13,ATS,Wotr,Deepgrove,Chuck & Jack's,4 019 km,5 019 km,117 km/h,Real,131 297 $,22 980 $,0,9770,2026-09-02,5019
Mr_Gerzon,ATS,Wotr,Home Store,Waldens,3 467 km,4 334 km,128 km/h,Real,43 775 $,0 $,0,8277,2026-09-02,4334
El puma (CT),ATS,Wotr,Technoma,Faraday,2 302 km,2 318 km,106 km/h,Real,87 838 $,0 $,0,4269,2026-09-02,2318
MUISCACOL,ATS,Estándar,Eddy's,42 Print,1 181 km,848 km,131 km/h,Carrera,28 278 $,5 500 $,2,1831,2026-09-02,848
CT/Cristian,ATS,Wotr,SellGoods,Equos Power Transport,2 847 km,2 848 km,123 km/h,Real,110 712 $,0 $,0,5341,2026-09-03,2848
Trucker_JJ,ATS,Wotr,Taylor Construction Group,Avalanche Steel,3 704 km,4 359 km,126 km/h,Real,12 069 $,0 $,0,8020,2026-09-03,4359
WAJOIK13,ATS,Wotr,Chuck & Jack's,Sunshine Crops,2 982 km,3 193 km,121 km/h,Real,131 032 $,5 600 $,0,5883,2026-09-03,3193
CRAZY_GAMER_16,ETS2,Estándar,Trasporti Mediterraneo,Fallow Cargo,1 097 km,413 km,81 km/h,Real,10 469 €,0 €,0,2269,2026-09-03,413
Mr_Gerzon,ETS2,Estándar,Trasporti Mediterraneo,Fallow Cargo,1 097 km,415 km,86 km/h,Real,11 315 €,0 €,0,2270,2026-09-03,415
Old_picotto,ATS,Wotr,Sunshine Crops,Rock Port,2 873 km,2 906 km,127 km/h,Real,113 109 $,0 $,0,6588,2026-09-03,2906
CRAZY_GAMER_16,ETS2,Estándar,Fallow Cargo,Tesoro Gustoso,565 km,344 km,87 km/h,Real,8 404 €,680 €,0,1819,2026-09-03,344
Mr_Gerzon,ETS2,Estándar,Fallow Cargo,Tesoro Gustoso,565 km,342 km,81 km/h,Real,9 169 €,360 €,0,1833,2026-09-03,342
